index,code,unit,statisticalUnit,description
1060,QS111EW0010,Count,Household,Age of HRP 55 to 64: Total
1061,QS111EW0011,Count,Household,Age of HRP 55 to 64: One person household
1062,QS111EW0012,Count,Household,Age of HRP 55 to 64: Two or more person household: No dependent children
1063,QS111EW0013,Count,Household,Age of HRP 55 to 64: Two or more person household: With dependent children
1064,QS111EW0014,Count,Household,Age of HRP 65 and over: Total
1065,QS111EW0015,Count,Household,Age of HRP 65 and over: One person household
1066,QS111EW0016,Count,Household,Age of HRP 65 and over: Two or more person household: No dependent children
1067,QS111EW0017,Count,Household,Age of HRP 65 and over: Two or more person household: With dependent children
1068,QS112EW0001,Count,Person,All categories: Household composition
1069,QS112EW0002,Count,Person,One person household: Total
1070,QS112EW0003,Count,Person,One person household: Aged 65 and over
1071,QS112EW0004,Count,Person,One person household: Other
1072,QS112EW0005,Count,Person,One family only: Total
1073,QS112EW0006,Count,Person,One family only: All aged 65 and over
1074,QS112EW0007,Count,Person,One family only: Married couple: Total
1075,QS112EW0008,Count,Person,One family only: Married couple: No children
1076,QS112EW0009,Count,Person,One family only: Married couple: One dependent child
1077,QS112EW0010,Count,Person,One family only: Married couple: Two or more dependent children
1078,QS112EW0011,Count,Person,One family only: Married couple: All children non-dependent
1079,QS112EW0012,Count,Person,One family only: Same-sex civil partnership couple: Total
1080,QS112EW0013,Count,Person,One family only: Same-sex civil partnership couple: No children
1081,QS112EW0014,Count,Person,One family only: Same-sex civil partnership couple: One dependent child
1082,QS112EW0015,Count,Person,One family only: Same-sex civil partnership couple: Two or more dependent children
1083,QS112EW0016,Count,Person,One family only: Same-sex civil partnership couple: All children non-dependent
1084,QS112EW0017,Count,Person,One family only: Cohabiting couple: Total
1085,QS112EW0018,Count,Person,One family only: Cohabiting couple: No children
1086,QS112EW0019,Count,Person,One family only: Cohabiting couple: One dependent child
1087,QS112EW0020,Count,Person,One family only: Cohabiting couple: Two or more dependent children
1088,QS112EW0021,Count,Person,One family only: Cohabiting couple: All children non-dependent
1089,QS112EW0022,Count,Person,One family only: Lone parent: Total
1090,QS112EW0023,Count,Person,One family only: Lone parent: One dependent child
1091,QS112EW0024,Count,Person,One family only: Lone parent: Two or more dependent children
1092,QS112EW0025,Count,Person,One family only: Lone parent: All children non-dependent
1093,QS112EW0026,Count,Person,Other household types: Total
1094,QS112EW0027,Count,Person,Other household types: With one dependent child
1095,QS112EW0028,Count,Person,Other household types: With two or more dependent children
1096,QS112EW0029,Count,Person,Other household types: All full-time students
1097,QS112EW0030,Count,Person,Other household types: All aged 65 and over
1098,QS112EW0031,Count,Person,Other household types: Other
1099,QS113EW0001,Count,Household,All categories: Household composition
1100,QS113EW0002,Count,Household,One person household: Total
1101,QS113EW0003,Count,Household,One person household: Aged 65 and over
1102,QS113EW0004,Count,Household,One person household: Other
1103,QS113EW0005,Count,Household,One family only: Total
1104,QS113EW0006,Count,Household,One family only: All aged 65 and over
1105,QS113EW0007,Count,Household,One family only: Married couple: Total
1106,QS113EW0008,Count,Household,One family only: Married couple: No children
1107,QS113EW0009,Count,Household,One family only: Married couple: One dependent child
1108,QS113EW0010,Count,Household,One family only: Married couple: Two or more dependent children
1109,QS113EW0011,Count,Household,One family only: Married couple: All children non-dependent
1110,QS113EW0012,Count,Household,One family only: Same-sex civil partnership couple: Total
1111,QS113EW0013,Count,Household,One family only: Same-sex civil partnership couple: No children
1112,QS113EW0014,Count,Household,One family only: Same-sex civil partnership couple: One dependent child
1113,QS113EW0015,Count,Household,One family only: Same-sex civil partnership couple: Two or more dependent children
1114,QS113EW0016,Count,Household,One family only: Same-sex civil partnership couple: All children non-dependent
1115,QS113EW0017,Count,Household,One family only: Cohabiting couple: Total
1116,QS113EW0018,Count,Household,One family only: Cohabiting couple: No children
1117,QS113EW0019,Count,Household,One family only: Cohabiting couple: One dependent child
1118,QS113EW0020,Count,Household,One family only: Cohabiting couple: Two or more dependent children
1119,QS113EW0021,Count,Household,One family only: Cohabiting couple: All children non-dependent
1120,QS113EW0022,Count,Household,One family only: Lone parent: Total
1121,QS113EW0023,Count,Household,One family only: Lone parent: One dependent child
1122,QS113EW0024,Count,Household,One family only: Lone parent: Two or more dependent children
1123,QS113EW0025,Count,Household,One family only: Lone parent: All children non-dependent
1124,QS113EW0026,Count,Household,Other household types: Total
1125,QS113EW0027,Count,Household,Other household types: With one dependent child
1126,QS113EW0028,Count,Household,Other household types: With two or more dependent children
1127,QS113EW0029,Count,Household,Other household types: All full-time students
1128,QS113EW0030,Count,Household,Other household types: All aged 65 and over
1129,QS113EW0031,Count,Household,Other household types: Other
1130,QS202EW0001,Count,Household,All categories: Multiple ethnic groups
1131,QS114EW0001,Count,Person,All categories: Household composition (alternative child and adult defintions)
1132,QS114EW0002,Count,Person,One person household: Total
1133,QS114EW0003,Count,Person,One person household: One person aged 65 and over
1134,QS114EW0004,Count,Person,One person household: One person aged under 65
1135,QS114EW0005,Count,Person,Other households: Total
1136,QS114EW0006,Count,Person,Other households: No adults or one adult and one or more children
1137,QS114EW0007,Count,Person,Other households: One adult aged 16 to 64 and one aged 65 and over and no children or two adults aged 65 and over and no children
1138,QS114EW0008,Count,Person,Other households: Two adults and one or two children
1139,QS114EW0009,Count,Person,Other households: Two adults aged 16 to 64 and no children
1140,QS114EW0010,Count,Person,Other households: Two adults and three or more children
1141,QS114EW0011,Count,Person,Other households: Three or more adults and one or more children
1142,QS114EW0012,Count,Person,Other households: Three or more adults and no children
1143,QS115EW0001,Count,Household,All categories: Household composition (alternative child and adult defintions)
1144,QS115EW0002,Count,Household,One person household: Total
1145,QS115EW0003,Count,Household,One person household: One person aged 65 and over
1146,QS115EW0004,Count,Household,One person household: One person aged under 65
1147,QS115EW0005,Count,Household,Other households: Total
1148,QS115EW0006,Count,Household,Other households: No adults or one adult and one or more children
1149,QS115EW0007,Count,Household,Other households: One adult aged 16 to 64 and one aged 65 and over and no children or two adults aged 65 and over and no children
1150,QS115EW0008,Count,Household,Other households: Two adults and one or two children
1151,QS115EW0009,Count,Household,Other households: Two adults aged 16 to 64 and no children
1152,QS115EW0010,Count,Household,Other households: Two adults and three or more children
1153,QS115EW0011,Count,Household,Other households: Three or more adults and one or more children
1154,QS115EW0012,Count,Household,Other households: Three or more adults and no children
1155,QS116EW0001,Count,Household,All categories: Household type
1156,QS116EW0002,Count,Household,One person household
1157,QS116EW0003,Count,Household,Married couple household: With dependent children
1158,QS116EW0004,Count,Household,Married couple household: No dependent children
1159,QS116EW0005,Count,Household,Same-sex civil partnership couple household: With dependent children
1160,QS116EW0006,Count,Household,Same-sex civil partnership couple household: No dependent children
1161,QS116EW0007,Count,Household,Cohabiting couple household: With dependent children
1162,QS116EW0008,Count,Household,Cohabiting couple household: No dependent children
1163,QS116EW0009,Count,Household,Lone parent household: With dependent children
1164,QS116EW0010,Count,Household,Lone parent household: No dependent children
1165,QS116EW0011,Count,Household,Multi-person household: All full-time students
1166,QS116EW0012,Count,Household,Multi-person household: Other
1167,QS117EW0001,Count,Person,All categories: Number of adults in household
1168,QS117EW0002,Count,Person,1 adult in household
1169,QS117EW0003,Count,Person,0 or multiple adults in household
1170,QS118EW0001,Count,Family,All categories: Dependent children in family
1171,QS118EW0002,Count,Family,No dependent children in family
1172,QS118EW0003,Count,Family,One dependent child in family aged 0 to 4
1173,QS118EW0004,Count,Family,One dependent child in family aged 5 to 11
1174,QS118EW0005,Count,Family,One dependent child in family aged 12 to 18
1175,QS118EW0006,Count,Family,Two dependent children in family; youngest aged 0 to 4
1176,QS118EW0007,Count,Family,Two dependent children in family; youngest aged 5 to 11
1177,QS118EW0008,Count,Family,Two dependent children in family; youngest aged 12 to 18
1178,QS118EW0009,Count,Family,Three or more dependent children in family; youngest aged 0 to 4
1179,QS118EW0010,Count,Family,Three or more dependent children in family; youngest aged 5 to 11
1180,QS118EW0011,Count,Family,Three or more dependent children in family; youngest aged 12 to 18
1181,QS118EW0012,Count,Person,Total dependent children
1182,QS119EW0001,Count,Household,All categories: Classification of household deprivation
1183,QS119EW0002,Count,Household,Household is not deprived in any dimension
1184,QS119EW0003,Count,Household,Household is deprived in 1 dimension
1185,QS119EW0004,Count,Household,Household is deprived in 2 dimensions
1186,QS119EW0005,Count,Household,Household is deprived in 3 dimensions
1187,QS119EW0006,Count,Household,Household is deprived in 4 dimensions
1188,QS201EW0001,Count,Person,All categories: Ethnic group
1189,QS201EW0002,Count,Person,White: English/Welsh/Scottish/Northern Irish/British
1190,QS201EW0003,Count,Person,White: Irish
1191,QS201EW0004,Count,Person,White: Gypsy or Irish Traveller
1192,QS201EW0005,Count,Person,White: Other White
1193,QS201EW0006,Count,Person,Mixed/multiple ethnic group: White and Black Caribbean
1194,QS201EW0007,Count,Person,Mixed/multiple ethnic group: White and Black African
1195,QS201EW0008,Count,Person,Mixed/multiple ethnic group: White and Asian
1196,QS201EW0009,Count,Person,Mixed/multiple ethnic group: Other Mixed
1197,QS201EW0010,Count,Person,Asian/Asian British: Indian
1198,QS201EW0011,Count,Person,Asian/Asian British: Pakistani
1199,QS201EW0012,Count,Person,Asian/Asian British: Bangladeshi
1200,QS201EW0013,Count,Person,Asian/Asian British: Chinese
1201,QS201EW0014,Count,Person,Asian/Asian British: Other Asian
1202,QS201EW0015,Count,Person,Black/African/Caribbean/Black British: African
1203,QS201EW0016,Count,Person,Black/African/Caribbean/Black British: Caribbean
1204,QS201EW0017,Count,Person,Black/African/Caribbean/Black British: Other Black
1205,QS201EW0018,Count,Person,Other ethnic group: Arab
1206,QS201EW0019,Count,Person,Other ethnic group: Any other ethnic group
1207,QS202EW0002,Count,Household,One person household
1208,QS202EW0003,Count,Household,All household members have the same ethnic group
1209,QS202EW0004,Count,Household,Different ethnic groups between the generations only
1210,QS202EW0005,Count,Household,Different ethnic groups within partnerships (whether or not different ethnic groups between generations)
1211,QS202EW0006,Count,Household,Any other combination of multiple ethnic groups
1212,QS203EW0001,Count,Person,All categories: Country of birth
1213,QS203EW0002,Count,Person,Europe: Total
1214,QS203EW0003,Count,Person,Europe: United Kingdom: Total
1215,QS203EW0004,Count,Person,Europe: United Kingdom: England
1216,QS203EW0005,Count,Person,Europe: United Kingdom: Northern Ireland
1217,QS203EW0006,Count,Person,Europe: United Kingdom: Scotland
1218,QS203EW0007,Count,Person,Europe: United Kingdom: Wales
1219,QS203EW0008,Count,Person,Europe: Great Britain not otherwise specified
1220,QS203EW0009,Count,Person,Europe: United Kingdom not otherwise specified
1221,QS203EW0010,Count,Person,Europe: Guernsey
1222,QS203EW0011,Count,Person,Europe: Jersey
1223,QS203EW0012,Count,Person,Europe: Channel Islands not otherwise specified
1224,QS203EW0013,Count,Person,Europe: Isle of Man
1225,QS203EW0014,Count,Person,Europe: Ireland
1226,QS203EW0015,Count,Person,Europe: Other Europe: Total
1227,QS203EW0016,Count,Person,Europe: Other Europe: EU Countries: Total
1228,QS203EW0017,Count,Person,Europe: Other Europe: EU countries: Member countries in March 2001: Total
1229,QS203EW0018,Count,Person,Europe: Other Europe: EU countries: Member countries in March 2001: France
1230,QS203EW0019,Count,Person,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
1231,QS203EW0020,Count,Person,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
1232,QS203EW0021,Count,Person,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal
1233,QS203EW0022,Count,Person,Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands)
1234,QS203EW0023,Count,Person,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
1235,QS203EW0024,Count,Person,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Total
1236,QS203EW0025,Count,Person,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Lithuania
1237,QS203EW0026,Count,Person,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
